geometry,raster_val,area_feet,area_acres,size_category
"POLYGON ((2992416 1878932, 2992416 1878931, 2992415 1878931, 2992415 1878930, 2992417 1878930, 2992417 1878932, 2992416 1878932))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992591 1878994, 2992591 1878993, 2992589 1878993, 2992589 1878991, 2992588 1878991, 2992588 1878988, 2992587 1878988, 2992587 1878986, 2992586 1878986, 2992586 1878985, 2992583 1878985, 2992583 1878983, 2992581 1878983, 2992581 1878982, 2992577 1878982, 2992577 1878983, 2992573 1878983, 2992573 1878981, 2992574 1878981, 2992574 1878979, 2992575 1878979, 2992575 1878977, 2992576 1878977, 2992576 1878976, 2992577 1878976, 2992577 1878975, 2992578 1878975, 2992578 1878974, 2992579 1878974, 2992579 1878973, 2992580 1878973, 2992580 1878971, 2992581 1878971, 2992581 1878970, 2992582 1878970, 2992582 1878969, 2992583 1878969, 2992583 1878968, 2992585 1878968, 2992585 1878966, 2992586 1878966, 2992586 1878964, 2992587 1878964, 2992587 1878962, 2992589 1878962, 2992589 1878961, 2992591 1878961, 2992591 1878960, 2992593 1878960, 2992593 1878959, 2992594 1878959, 2992594 1878957, 2992595 1878957, 2992595 1878955, 2992596 1878955, 2992596 1878953, 2992595 1878953, 2992595 1878951, 2992594 1878951, 2992594 1878949, 2992591 1878949, 2992591 1878943, 2992592 1878943, 2992592 1878940, 2992593 1878940, 2992593 1878939, 2992596 1878939, 2992596 1878937, 2992598 1878937, 2992598 1878936, 2992600 1878936, 2992600 1878935, 2992601 1878935, 2992601 1878932, 2992603 1878932, 2992603 1878929, 2992604 1878929, 2992604 1878928, 2992605 1878928, 2992605 1878927, 2992606 1878927, 2992606 1878928, 2992607 1878928, 2992607 1878934, 2992606 1878934, 2992606 1878937, 2992604 1878937, 2992604 1878936, 2992602 1878936, 2992602 1878937, 2992600 1878937, 2992600 1878938, 2992599 1878938, 2992599 1878939, 2992598 1878939, 2992598 1878940, 2992599 1878940, 2992599 1878944, 2992601 1878944, 2992601 1878945, 2992602 1878945, 2992602 1878946, 2992601 1878946, 2992601 1878947, 2992602 1878947, 2992602 1878948, 2992604 1878948, 2992604 1878949, 2992605 1878949, 2992605 1878950, 2992606 1878950, 2992606 1878949, 2992607 1878949, 2992607 1878948, 2992608 1878948, 2992608 1878950, 2992609 1878950, 2992609 1878952, 2992607 1878952, 2992607 1878955, 2992606 1878955, 2992606 1878956, 2992607 1878956, 2992607 1878957, 2992608 1878957, 2992608 1878958, 2992607 1878958, 2992607 1878960, 2992606 1878960, 2992606 1878961, 2992605 1878961, 2992605 1878962, 2992604 1878962, 2992604 1878963, 2992603 1878963, 2992603 1878967, 2992601 1878967, 2992601 1878968, 2992602 1878968, 2992602 1878970, 2992601 1878970, 2992601 1878971, 2992599 1878971, 2992599 1878970, 2992598 1878970, 2992598 1878972, 2992597 1878972, 2992597 1878970, 2992596 1878970, 2992596 1878972, 2992595 1878972, 2992595 1878971, 2992594 1878971, 2992594 1878972, 2992593 1878972, 2992593 1878974, 2992592 1878974, 2992592 1878975, 2992593 1878975, 2992593 1878978, 2992592 1878978, 2992592 1878979, 2992593 1878979, 2992593 1878980, 2992594 1878980, 2992594 1878981, 2992595 1878981, 2992595 1878982, 2992594 1878982, 2992594 1878985, 2992595 1878985, 2992595 1878988, 2992593 1878988, 2992593 1878989, 2992594 1878989, 2992594 1878991, 2992595 1878991, 2992595 1878994, 2992591 1878994))",1.0,754.0,0.017309458218549127,1/8 acre
"POLYGON ((2992802 1878930, 2992802 1878927, 2992803 1878927, 2992803 1878930, 2992802 1878930))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992703 1878928, 2992703 1878927, 2992704 1878927, 2992704 1878928, 2992703 1878928))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992858 1878927, 2992858 1878926, 2992859 1878926, 2992859 1878927, 2992858 1878927))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992410 1878926, 2992410 1878925, 2992411 1878925, 2992411 1878926, 2992410 1878926))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992706 1878927, 2992706 1878926, 2992705 1878926, 2992705 1878925, 2992707 1878925, 2992707 1878927, 2992706 1878927))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992581 1878926, 2992581 1878925, 2992582 1878925, 2992582 1878924, 2992583 1878924, 2992583 1878926, 2992581 1878926))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992708 1878925, 2992708 1878924, 2992709 1878924, 2992709 1878925, 2992708 1878925))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992425 1878924, 2992425 1878923, 2992426 1878923, 2992426 1878924, 2992425 1878924))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992615 1878940, 2992615 1878939, 2992616 1878939, 2992616 1878937, 2992615 1878937, 2992615 1878934, 2992616 1878934, 2992616 1878932, 2992618 1878932, 2992618 1878933, 2992619 1878933, 2992619 1878934, 2992621 1878934, 2992621 1878933, 2992623 1878933, 2992623 1878932, 2992625 1878932, 2992625 1878931, 2992628 1878931, 2992628 1878930, 2992629 1878930, 2992629 1878924, 2992631 1878924, 2992631 1878922, 2992636 1878922, 2992636 1878924, 2992637 1878924, 2992637 1878925, 2992638 1878925, 2992638 1878927, 2992636 1878927, 2992636 1878929, 2992635 1878929, 2992635 1878928, 2992634 1878928, 2992634 1878929, 2992630 1878929, 2992630 1878933, 2992629 1878933, 2992629 1878934, 2992627 1878934, 2992627 1878936, 2992626 1878936, 2992626 1878938, 2992623 1878938, 2992623 1878939, 2992619 1878939, 2992619 1878940, 2992615 1878940))",1.0,133.0,0.0030532598714416897,1/8 acre
"POLYGON ((2992264 1878923, 2992264 1878922, 2992268 1878922, 2992268 1878923, 2992264 1878923))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992841 1878949, 2992841 1878948, 2992840 1878948, 2992840 1878947, 2992837 1878947, 2992837 1878945, 2992836 1878945, 2992836 1878944, 2992837 1878944, 2992837 1878941, 2992838 1878941, 2992838 1878938, 2992839 1878938, 2992839 1878937, 2992840 1878937, 2992840 1878936, 2992839 1878936, 2992839 1878934, 2992840 1878934, 2992840 1878932, 2992843 1878932, 2992843 1878931, 2992844 1878931, 2992844 1878930, 2992849 1878930, 2992849 1878928, 2992851 1878928, 2992851 1878929, 2992852 1878929, 2992852 1878926, 2992854 1878926, 2992854 1878925, 2992853 1878925, 2992853 1878924, 2992854 1878924, 2992854 1878921, 2992855 1878921, 2992855 1878922, 2992856 1878922, 2992856 1878923, 2992857 1878923, 2992857 1878924, 2992859 1878924, 2992859 1878925, 2992858 1878925, 2992858 1878926, 2992857 1878926, 2992857 1878927, 2992856 1878927, 2992856 1878928, 2992854 1878928, 2992854 1878930, 2992853 1878930, 2992853 1878933, 2992852 1878933, 2992852 1878932, 2992851 1878932, 2992851 1878934, 2992848 1878934, 2992848 1878936, 2992847 1878936, 2992847 1878940, 2992846 1878940, 2992846 1878942, 2992847 1878942, 2992847 1878943, 2992846 1878943, 2992846 1878946, 2992845 1878946, 2992845 1878947, 2992843 1878947, 2992843 1878949, 2992841 1878949))",1.0,195.0,0.004476584022038568,1/8 acre
"POLYGON ((2992381 1878921, 2992381 1878920, 2992382 1878920, 2992382 1878921, 2992381 1878921))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992831 1878921, 2992831 1878918, 2992834 1878918, 2992834 1878919, 2992833 1878919, 2992833 1878920, 2992832 1878920, 2992832 1878921, 2992831 1878921))",1.0,6.0,0.0001377410468319559,1/8 acre
"POLYGON ((2992271 1878918, 2992271 1878917, 2992272 1878917, 2992272 1878918, 2992271 1878918))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992417 1878918, 2992417 1878917, 2992418 1878917, 2992418 1878918, 2992417 1878918))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992710 1878923, 2992710 1878922, 2992709 1878922, 2992709 1878920, 2992708 1878920, 2992708 1878918, 2992707 1878918, 2992707 1878916, 2992708 1878916, 2992708 1878917, 2992711 1878917, 2992711 1878920, 2992712 1878920, 2992712 1878922, 2992711 1878922, 2992711 1878923, 2992710 1878923))",1.0,18.0,0.00041322314049586776,1/8 acre
"POLYGON ((2992577 1878916, 2992577 1878915, 2992578 1878915, 2992578 1878916, 2992577 1878916))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992687 1878915, 2992687 1878914, 2992688 1878914, 2992688 1878915, 2992687 1878915))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992595 1878922, 2992595 1878921, 2992592 1878921, 2992592 1878918, 2992591 1878918, 2992591 1878919, 2992590 1878919, 2992590 1878915, 2992591 1878915, 2992591 1878914, 2992592 1878914, 2992592 1878915, 2992593 1878915, 2992593 1878914, 2992594 1878914, 2992594 1878913, 2992596 1878913, 2992596 1878914, 2992597 1878914, 2992597 1878915, 2992598 1878915, 2992598 1878914, 2992599 1878914, 2992599 1878913, 2992602 1878913, 2992602 1878914, 2992606 1878914, 2992606 1878915, 2992607 1878915, 2992607 1878916, 2992608 1878916, 2992608 1878919, 2992607 1878919, 2992607 1878920, 2992606 1878920, 2992606 1878921, 2992604 1878921, 2992604 1878920, 2992603 1878920, 2992603 1878919, 2992599 1878919, 2992599 1878920, 2992597 1878920, 2992597 1878922, 2992595 1878922))",1.0,108.0,0.0024793388429752068,1/8 acre
"POLYGON ((2992791 1878924, 2992791 1878920, 2992792 1878920, 2992792 1878919, 2992793 1878919, 2992793 1878918, 2992792 1878918, 2992792 1878917, 2992793 1878917, 2992793 1878916, 2992794 1878916, 2992794 1878915, 2992796 1878915, 2992796 1878916, 2992797 1878916, 2992797 1878917, 2992799 1878917, 2992799 1878916, 2992800 1878916, 2992800 1878915, 2992799 1878915, 2992799 1878914, 2992798 1878914, 2992798 1878913, 2992801 1878913, 2992801 1878921, 2992799 1878921, 2992799 1878922, 2992797 1878922, 2992797 1878923, 2992792 1878923, 2992792 1878924, 2992791 1878924))",1.0,65.0,0.0014921946740128558,1/8 acre
"POLYGON ((2992263 1878913, 2992263 1878912, 2992264 1878912, 2992264 1878913, 2992263 1878913))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992606 1878914, 2992606 1878911, 2992607 1878911, 2992607 1878910, 2992609 1878910, 2992609 1878913, 2992608 1878913, 2992608 1878914, 2992606 1878914))",1.0,10.0,0.0002295684113865932,1/8 acre
"POLYGON ((2992478 1878910, 2992478 1878909, 2992479 1878909, 2992479 1878910, 2992478 1878910))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992839 1878910, 2992839 1878909, 2992840 1878909, 2992840 1878910, 2992839 1878910))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992689 1878914, 2992689 1878913, 2992687 1878913, 2992687 1878912, 2992688 1878912, 2992688 1878910, 2992689 1878910, 2992689 1878908, 2992692 1878908, 2992692 1878909, 2992693 1878909, 2992693 1878911, 2992692 1878911, 2992692 1878912, 2992691 1878912, 2992691 1878913, 2992690 1878913, 2992690 1878914, 2992689 1878914))",1.0,21.0,0.00048209366391184575,1/8 acre
"POLYGON ((2992706 1878913, 2992706 1878911, 2992705 1878911, 2992705 1878909, 2992706 1878909, 2992706 1878908, 2992707 1878908, 2992707 1878907, 2992708 1878907, 2992708 1878911, 2992707 1878911, 2992707 1878913, 2992706 1878913))",1.0,11.0,0.0002525252525252525,1/8 acre
"POLYGON ((2992645 1878908, 2992645 1878907, 2992646 1878907, 2992646 1878908, 2992645 1878908))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992384 1878907, 2992384 1878905, 2992387 1878905, 2992387 1878906, 2992385 1878906, 2992385 1878907, 2992384 1878907))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992689 1878906, 2992689 1878905, 2992690 1878905, 2992690 1878906, 2992689 1878906))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992393 1878904, 2992393 1878903, 2992394 1878903, 2992394 1878904, 2992393 1878904))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992425 1878904, 2992425 1878903, 2992426 1878903, 2992426 1878904, 2992425 1878904))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992650 1878903, 2992650 1878902, 2992651 1878902, 2992651 1878903, 2992650 1878903))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992690 1878905, 2992690 1878903, 2992691 1878903, 2992691 1878902, 2992692 1878902, 2992692 1878901, 2992694 1878901, 2992694 1878904, 2992693 1878904, 2992693 1878905, 2992690 1878905))",1.0,12.0,0.0002754820936639118,1/8 acre
"POLYGON ((2992613 1878905, 2992613 1878904, 2992612 1878904, 2992612 1878902, 2992613 1878902, 2992613 1878901, 2992615 1878901, 2992615 1878900, 2992616 1878900, 2992616 1878901, 2992620 1878901, 2992620 1878902, 2992619 1878902, 2992619 1878903, 2992617 1878903, 2992617 1878904, 2992616 1878904, 2992616 1878905, 2992613 1878905))",1.0,23.0,0.0005280073461891644,1/8 acre
"POLYGON ((2992787 1878902, 2992787 1878901, 2992786 1878901, 2992786 1878900, 2992787 1878900, 2992787 1878899, 2992790 1878899, 2992790 1878900, 2992791 1878900, 2992791 1878901, 2992790 1878901, 2992790 1878902, 2992787 1878902))",1.0,11.0,0.0002525252525252525,1/8 acre
"POLYGON ((2992641 1878900, 2992641 1878899, 2992642 1878899, 2992642 1878900, 2992641 1878900))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992773 1878900, 2992773 1878899, 2992774 1878899, 2992774 1878900, 2992773 1878900))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992644 1878900, 2992644 1878899, 2992643 1878899, 2992643 1878898, 2992645 1878898, 2992645 1878900, 2992644 1878900))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992775 1878900, 2992775 1878899, 2992774 1878899, 2992774 1878897, 2992776 1878897, 2992776 1878899, 2992778 1878899, 2992778 1878900, 2992775 1878900))",1.0,7.0,0.00016069788797061523,1/8 acre
"POLYGON ((2992769 1878898, 2992769 1878897, 2992772 1878897, 2992772 1878898, 2992769 1878898))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992658 1878899, 2992658 1878898, 2992659 1878898, 2992659 1878897, 2992660 1878897, 2992660 1878896, 2992661 1878896, 2992661 1878899, 2992658 1878899))",1.0,6.0,0.0001377410468319559,1/8 acre
"POLYGON ((2992372 1878897, 2992372 1878896, 2992373 1878896, 2992373 1878897, 2992372 1878897))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992638 1878897, 2992638 1878896, 2992639 1878896, 2992639 1878897, 2992638 1878897))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992703 1878901, 2992703 1878900, 2992704 1878900, 2992704 1878898, 2992705 1878898, 2992705 1878897, 2992706 1878897, 2992706 1878896, 2992707 1878896, 2992707 1878894, 2992709 1878894, 2992709 1878896, 2992710 1878896, 2992710 1878898, 2992709 1878898, 2992709 1878899, 2992708 1878899, 2992708 1878900, 2992707 1878900, 2992707 1878901, 2992703 1878901))",1.0,26.0,0.0005968778696051423,1/8 acre
"POLYGON ((2992710 1878896, 2992710 1878894, 2992712 1878894, 2992712 1878895, 2992711 1878895, 2992711 1878896, 2992710 1878896))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992780 1878901, 2992780 1878900, 2992779 1878900, 2992779 1878897, 2992780 1878897, 2992780 1878896, 2992779 1878896, 2992779 1878895, 2992782 1878895, 2992782 1878894, 2992783 1878894, 2992783 1878893, 2992786 1878893, 2992786 1878892, 2992787 1878892, 2992787 1878894, 2992786 1878894, 2992786 1878895, 2992787 1878895, 2992787 1878896, 2992786 1878896, 2992786 1878899, 2992785 1878899, 2992785 1878900, 2992784 1878900, 2992784 1878899, 2992783 1878899, 2992783 1878900, 2992781 1878900, 2992781 1878901, 2992780 1878901))",1.0,43.0,0.0009871441689623508,1/8 acre
"POLYGON ((2992719 1878893, 2992719 1878892, 2992720 1878892, 2992720 1878893, 2992719 1878893))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992781 1878893, 2992781 1878892, 2992782 1878892, 2992782 1878893, 2992781 1878893))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992682 1878898, 2992682 1878893, 2992686 1878893, 2992686 1878892, 2992687 1878892, 2992687 1878891, 2992688 1878891, 2992688 1878892, 2992689 1878892, 2992689 1878895, 2992688 1878895, 2992688 1878896, 2992686 1878896, 2992686 1878897, 2992684 1878897, 2992684 1878898, 2992682 1878898))",1.0,30.0,0.0006887052341597796,1/8 acre
"POLYGON ((2992584 1878892, 2992584 1878891, 2992585 1878891, 2992585 1878892, 2992584 1878892))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992608 1878888, 2992608 1878886, 2992609 1878886, 2992609 1878888, 2992608 1878888))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992553 1878887, 2992553 1878886, 2992554 1878886, 2992554 1878887, 2992553 1878887))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992712 1878894, 2992712 1878892, 2992713 1878892, 2992713 1878891, 2992714 1878891, 2992714 1878889, 2992715 1878889, 2992715 1878888, 2992716 1878888, 2992716 1878885, 2992721 1878885, 2992721 1878886, 2992722 1878886, 2992722 1878887, 2992721 1878887, 2992721 1878888, 2992720 1878888, 2992720 1878891, 2992718 1878891, 2992718 1878893, 2992719 1878893, 2992719 1878894, 2992712 1878894))",1.0,51.0,0.0011707988980716253,1/8 acre
"POLYGON ((2992536 1878886, 2992536 1878885, 2992537 1878885, 2992537 1878886, 2992536 1878886))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992775 1878896, 2992775 1878895, 2992774 1878895, 2992774 1878893, 2992773 1878893, 2992773 1878891, 2992772 1878891, 2992772 1878890, 2992771 1878890, 2992771 1878889, 2992770 1878889, 2992770 1878888, 2992771 1878888, 2992771 1878887, 2992772 1878887, 2992772 1878885, 2992773 1878885, 2992773 1878884, 2992775 1878884, 2992775 1878885, 2992777 1878885, 2992777 1878887, 2992776 1878887, 2992776 1878888, 2992778 1878888, 2992778 1878890, 2992780 1878890, 2992780 1878894, 2992778 1878894, 2992778 1878895, 2992777 1878895, 2992777 1878896, 2992775 1878896))",1.0,66.0,0.0015151515151515152,1/8 acre
"POLYGON ((2992394 1878885, 2992394 1878884, 2992395 1878884, 2992395 1878885, 2992394 1878885))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992346 1878885, 2992346 1878884, 2992347 1878884, 2992347 1878883, 2992348 1878883, 2992348 1878885, 2992346 1878885))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992393 1878884, 2992393 1878883, 2992394 1878883, 2992394 1878884, 2992393 1878884))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992425 1878884, 2992425 1878883, 2992426 1878883, 2992426 1878884, 2992425 1878884))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992815 1878884, 2992815 1878883, 2992816 1878883, 2992816 1878884, 2992815 1878884))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992390 1878883, 2992390 1878882, 2992391 1878882, 2992391 1878883, 2992390 1878883))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992816 1878883, 2992816 1878882, 2992817 1878882, 2992817 1878883, 2992816 1878883))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992774 1878882, 2992774 1878881, 2992775 1878881, 2992775 1878882, 2992774 1878882))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992731 1878885, 2992731 1878880, 2992732 1878880, 2992732 1878879, 2992734 1878879, 2992734 1878880, 2992736 1878880, 2992736 1878882, 2992735 1878882, 2992735 1878883, 2992734 1878883, 2992734 1878884, 2992733 1878884, 2992733 1878885, 2992731 1878885))",1.0,21.0,0.00048209366391184575,1/8 acre
"POLYGON ((2992391 1878879, 2992391 1878878, 2992392 1878878, 2992392 1878879, 2992391 1878879))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992541 1878879, 2992541 1878878, 2992542 1878878, 2992542 1878879, 2992541 1878879))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992498 1878878, 2992498 1878877, 2992499 1878877, 2992499 1878878, 2992498 1878878))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992539 1878878, 2992539 1878877, 2992540 1878877, 2992540 1878878, 2992539 1878878))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992700 1878893, 2992700 1878891, 2992696 1878891, 2992696 1878890, 2992695 1878890, 2992695 1878891, 2992692 1878891, 2992692 1878890, 2992691 1878890, 2992691 1878889, 2992690 1878889, 2992690 1878887, 2992691 1878887, 2992691 1878885, 2992693 1878885, 2992693 1878886, 2992694 1878886, 2992694 1878887, 2992695 1878887, 2992695 1878886, 2992696 1878886, 2992696 1878885, 2992695 1878885, 2992695 1878884, 2992696 1878884, 2992696 1878882, 2992697 1878882, 2992697 1878880, 2992698 1878880, 2992698 1878879, 2992697 1878879, 2992697 1878876, 2992698 1878876, 2992698 1878877, 2992702 1878877, 2992702 1878878, 2992703 1878878, 2992703 1878877, 2992704 1878877, 2992704 1878878, 2992706 1878878, 2992706 1878880, 2992705 1878880, 2992705 1878881, 2992704 1878881, 2992704 1878882, 2992703 1878882, 2992703 1878883, 2992702 1878883, 2992702 1878884, 2992701 1878884, 2992701 1878886, 2992704 1878886, 2992704 1878887, 2992703 1878887, 2992703 1878892, 2992702 1878892, 2992702 1878890, 2992701 1878890, 2992701 1878893, 2992700 1878893))",1.0,127.0,0.0029155188246097336,1/8 acre
